"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
kmsklifedur_amp,kmsk,,dropdown,"5. How long did this pattern of amphetamine/methamphetamine use last? (DURATION)

(If Frequency score = 0 or 1, score Duration as 0)","3, 3 points - More than a year | 2, 2 points - Six months to one year | 1, 1 point - Less than six months | 0, 0 points - N/a",,,,,,,y,,,,,
kmsklifedurcheck_amp,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Duration scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0 or 1, score Duration as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score >= 2, score Duration as > 0.</span></p></div>",,,,,,,"([kmsklifefreq_amp]<2 and [kmsklifedur_amp]>0)
or ([kmsklifefreq_amp]>=2 and [kmsklifedur_amp]='0')",,,,,,
kmsklifeqty_amp,kmsk,,dropdown,"6. During this time when you were using the most amphetamine/methamphetamine, what was your method of choice? (METHOD; in lieu of amount score)","4, 4 points - Intravenous | 3, 3 points - Smoking | 2, 2 points - Intranasal (""Snorting"") | 1, 1 point - Oral (Pills, Licking) | 0, 0 points - None",,,,,,,y,,,,,
kmsklifeqtycheck_amp,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Amount scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Amount as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Amount as > 0.</span></p></div>",,,,,,,"([kmsklifefreq_amp]='0' and [kmsklifeqty_amp]>0) or
([kmsklifefreq_amp]>0 and [kmsklifeqty_amp]='0')",,,,,,
kmsklifechoice_amp,kmsk,,dropdown,"7. Is amphetamine/methamphetamine your drug of choice?","1, Yes | 0, No",,,,,,"[kmsklifefreq_amp] >0",y,,,,,
kmsklifeage_amp,kmsk,,text,"8. Age of first use:",,,integer,0,90,,"[kmsklifefreq_amp] >0",y,,,,,
kmsklifetotal_amp,kmsk,,calc,"Total Lifetime Amphetamine Score",[kmsklifefreq_amp]+[kmsklifedur_amp]+[kmsklifeqty_amp],,,,,,,y,,,,,
kmsklifecomments_amp,kmsk,,notes,Comments:,,,,,,,,,,,,,
kmskcurrfreq_amp,kmsk,"Amphetamine/Methamphetamine - 30 Days",dropdown,"2. During the last 30 days, how many days did you use amphetamine or methamphetamine? (FREQUENCY)","4, 4 points - Twenty-one to thirty days | 3, 3 points - Eleven to twenty days | 2, 2 points - Three to ten days | 1, 1 point - One to two days | 0, 0 points - None",,,,,,,y,,,,,
kmskcurrtype_amp,kmsk,,checkbox,"1. During the last 30 days, when you were using the most amphetamine or methamphetamine, which drug were you using primarily:","1, Amphetamine | 2, Methamphetamine",,,,,,"[kmskcurrfreq_amp] >0",y,,,,,
kmskcurrdur_amp,kmsk,,dropdown,"3. How long has this current pattern of amphetamine or methamphetamine use been going on? (DURATION)","3, 3 points - More than a year | 2, 2 points - Six months to one year | 1, 1 point - Less than six months | 0, 0 points - N/a",,,,,,,y,,,,,
kmskcurrdurcheck_amp,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Duration scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Duration as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Duration as > 0.</span></p></div>",,,,,,,"([kmskcurrfreq_amp]='0' and [kmskcurrdur_amp]>0) or
([kmskcurrfreq_amp]>0 and [kmskcurrdur_amp]='0')",,,,,,
kmskcurrqty_amp,kmsk,,dropdown,"4. During this time when you were using the most amphetamine/methamphetamine, what was your method of choice? (METHOD; in lieu of amount score)","4, 4 points - Intravenous | 3, 3 points - Smoking | 2, 2 points - Intranasal (""Snorting"") | 1, 1 point - Oral (Pills, Licking) | 0, 0 points - None",,,,,,,y,,,,,
kmskcurrqtycheck_amp,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Amount scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Amount as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Amount as > 0.</span></p></div>",,,,,,,"([kmskcurrfreq_amp]='0' and [kmskcurrqty_amp]>0) or
([kmskcurrfreq_amp]>0 and [kmskcurrqty_amp]='0')",,,,,,
kmskcurrchoice_amp,kmsk,,dropdown,"5. Is amphetamine/methamphetamine your drug of choice?","1, Yes | 0, No",,,,,,"[kmskcurrfreq_amp] > 0",y,,,,,
kmskcurrtotal_amp,kmsk,,calc,"Total 30-Day Amphetamine Score",[kmskcurrfreq_amp]+[kmskcurrdur_amp]+[kmskcurrqty_amp],,,,,,,y,,,,,
kmskcurrcomments_amp,kmsk,,notes,Comments:,,,,,,,,,,,,,
kmsklifefreq_benzo,kmsk,"Benzodiazepines - Illicit Use of Prescription or Illicit Prescription - Lifetime",dropdown,"1. At the time in your life when you were using illicit benzodiazepines (e.g., Xanax, Valium, Ambien, Ativan, etc.) the most, were you using them: (FREQUENCY)","5, 5 points - Every day, or nearly every day | 4, 4 points - Three or more days a week | 3, 3 points - Every weekend, or most weekends and holidays | 2, 2 points - Once a week or less | 1, 1 point - A few times a year, on special occasions | 0, 0 points - Never",,,,,,,y,,,,,
kmsklifewhen_benzo,kmsk,,text,"2. When was this?",,,,,,,"[kmsklifefreq_benzo] >0",y,,,,,
kmsklifecurrent_benzo,kmsk,,text,"3. Are you currently using?",,,,,,,"[kmsklifefreq_benzo] >0",y,,,,,
kmsklifenames_benzo,kmsk,,text,"4. If you were using illicit benzodiazepines, what were their names?",,,,,,,"[kmsklifefreq_benzo] >0",y,,,,,
kmsklifedur_benzo,kmsk,,dropdown,"5. How long did this pattern of illicit benzodiazepine use last? (DURATION)

(If Frequency score = 0 or 1, score Duration as 0)","3, 3 points - More than a year | 2, 2 points - Six months to one year | 1, 1 point - Less than six months | 0, 0 points - N/a",,,,,,,y,,,,,
kmsklifedurcheck_benzo,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Duration scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0 or 1, score Duration as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score >= 2, score Duration as > 0.</span></p></div>",,,,,,,"([kmsklifefreq_benzo]<2 and [kmsklifedur_benzo]>0)
or ([kmsklifefreq_benzo]>=2 and [kmsklifedur_benzo]='0')",,,,,,
kmsklifeqty_benzo,kmsk,,dropdown,"6. During this time when you were using the most, how many benzodiazepines would you typically use at a time? (AMOUNT)","4, 4 points - 10-20 pills | 3, 3 points - 5-10 pills | 2, 2 points - 3-4 pills | 1, 1 point - 1-2 pills | 0, 0 points - None",,,,,,,y,,,,,
kmsklifeqtycheck_benzo,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Amount scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Amount as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Amount as > 0.</span></p></div>",,,,,,,"([kmsklifefreq_benzo]='0' and [kmsklifeqty_benzo]>0) or
([kmsklifefreq_benzo]>0 and [kmsklifeqty_benzo]='0')",,,,,,
kmsklifechoice_benzo,kmsk,,dropdown,"7. Are benzodiazepines your drug of choice?","1, Yes | 0, No",,,,,,"[kmsklifefreq_benzo] >0",y,,,,,
kmsklifeage_benzo,kmsk,,text,"8. Age of first use:",,,integer,0,90,,"[kmsklifefreq_benzo] >0",y,,,,,
kmsklifetotal_benzo,kmsk,,calc,"Total Lifetime Benzodiazepine Score",[kmsklifefreq_benzo]+[kmsklifedur_benzo]+[kmsklifeqty_benzo],,,,,,,y,,,,,
kmsklifecomments_benzo,kmsk,,notes,Comments:,,,,,,,,,,,,,
kmskcurrfreq_benzo,kmsk,"Benzodiazepines - Illicit Use of Prescription or Illicit Prescription - 30 Days",dropdown,"1. During the last 30 days, how many days did you use illicit benzodiazepines (e.g., Xanax, Valium, Ambien, Ativan, etc.)? (FREQUENCY)","4, 4 points - Twenty-one to thirty days | 3, 3 points - Eleven to twenty days | 2, 2 points - Three to ten days | 1, 1 point - One to two days | 0, 0 points - None",,,,,,,y,,,,,
kmskcurrnames_benzo,kmsk,,text,"2. If you were using illicit benzodiazepines, what were their names?",,,,,,,"[kmskcurrfreq_benzo] >0",y,,,,,
kmskcurrdur_benzo,kmsk,,dropdown,"3. How long has this current pattern of illicit benzodiazepine use been going on? (DURATION)","3, 3 points - More than a year | 2, 2 points - Six months to one year | 1, 1 point - Less than six months | 0, 0 points - N/a",,,,,,,y,,,,,
kmskcurrdurcheck_benzo,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Duration scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Duration as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Duration as > 0.</span></p></div>",,,,,,,"([kmskcurrfreq_benzo]='0' and [kmskcurrdur_benzo]>0) or
([kmskcurrfreq_benzo]>0 and [kmskcurrdur_benzo]='0')",,,,,,
kmskcurrqty_benzo,kmsk,,dropdown,"4. During this time when you were using the most, how many benzodiazepines would you typically use at a time? (AMOUNT)","4, 4 points - 10-20 pills | 3, 3 points - 5-10 pills | 2, 2 points - 3-4 pills | 1, 1 point - 1-2 pills | 0, 0 points - None",,,,,,,y,,,,,
kmskcurrqtycheck_benzo,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Amount scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Amount as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Amount as > 0.</span></p></div>",,,,,,,"([kmskcurrfreq_benzo]='0' and [kmskcurrqty_benzo]>0) or
([kmskcurrfreq_benzo]>0 and [kmskcurrqty_benzo]='0')",,,,,,
kmskcurrchoice_benzo,kmsk,,dropdown,"5. Are benzodiazepines your drug of choice?","1, Yes | 0, No",,,,,,"[kmskcurrfreq_benzo] > 0",y,,,,,
kmskcurrtotal_benzo,kmsk,,calc,"Total 30-Day Benzodiazepine Score",[kmskcurrfreq_benzo]+[kmskcurrdur_benzo]+[kmskcurrqty_benzo],,,,,,,y,,,,,
kmskcurrcomments_benzo,kmsk,,notes,Comments:,,,,,,,,,,,,,
kmsklifefreq_benzorx,kmsk,"Benzodiazepines - Healthcare Provider Prescribed - Lifetime",dropdown,"1. At the time in your life when you were prescribed benzodiazepines (e.g., Xanax, Valium, Ambien, Ativan, etc.), were you prescribed them: (FREQUENCY)","5, 5 points - Every day, or nearly every day | 4, 4 points - Three or more days a week | 3, 3 points - Every weekend, or most weekends and holidays | 2, 2 points - Once a week or less | 1, 1 point - A few times a year, on special occasions | 0, 0 points - Never",,,,,,,y,,,,,
kmsklifewhen_benzorx,kmsk,,text,"2. When was this?",,,,,,,"[kmsklifefreq_benzorx] >0",y,,,,,
kmsklifecurrent_benzorx,kmsk,,text,"3. Do you currently have a prescription for benzodiazepines?",,,,,,,"[kmsklifefreq_benzorx] >0",y,,,,,
kmsklifenames_benzorx,kmsk,,text,"4. If you were prescribed benzodiazepines, what were their names?",,,,,,,"[kmsklifefreq_benzorx] >0",y,,,,,
kmsklifedur_benzorx,kmsk,,dropdown,"5. How long were you prescribed benzodiazepines? (DURATION)

(If Frequency score = 0 or 1, score Duration as 0)","3, 3 points - More than a year | 2, 2 points - Six months to one year | 1, 1 point - Less than six months | 0, 0 points - N/a",,,,,,,y,,,,,
kmsklifedurcheck_benzorx,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Duration scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0 or 1, score Duration as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score >= 2, score Duration as > 0.</span></p></div>",,,,,,,"([kmsklifefreq_benzorx]<2 and [kmsklifedur_benzorx]>0)
or ([kmsklifefreq_benzorx]>=2 and [kmsklifedur_benzorx]='0')",,,,,,
kmsklifeqty_benzorx,kmsk,,dropdown,"6. During this time when you were prescribed benzodiazepines, how many would you typically take at a time? (AMOUNT)","4, 4 points - 10-20 pills | 3, 3 points - 5-10 pills | 2, 2 points - 3-4 pills | 1, 1 point - 1-2 pills | 0, 0 points - None",,,,,,,y,,,,,
kmsklifeqtycheck_benzorx,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Amount scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Amount as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Amount as > 0.</span></p></div>",,,,,,,"([kmsklifefreq_benzorx]='0' and [kmsklifeqty_benzorx]>0) or
([kmsklifefreq_benzorx]>0 and [kmsklifeqty_benzorx]='0')",,,,,,
kmsklifechoice_benzorx,kmsk,,dropdown,"7. Are benzodiazepines your drug of choice?","1, Yes | 0, No",,,,,,"[kmsklifefreq_benzorx] >0",y,,,,,
kmsklifeage_benzorx,kmsk,,text,"8. Age of first use:",,,integer,0,90,,"[kmsklifefreq_benzorx] >0",y,,,,,
kmsklifetotal_benzorx,kmsk,,calc,"Total Lifetime HCP-Prescribed Benzodiazepine Score",[kmsklifefreq_benzorx]+[kmsklifedur_benzorx]+[kmsklifeqty_benzorx],,,,,,,y,,,,,
kmsklifecomments_benzorx,kmsk,,notes,Comments:,,,,,,,,,,,,,
kmskcurrfreq_benzorx,kmsk,"Benzodiazepines - Healthcare Provider Prescribed - 30 Days",dropdown,"1. During the last 30 days, how many days did you take benzodiazepines prescribed to you by a healthcare provider (e.g., Xanax, Valium, Ambien, Ativan, etc.)? (FREQUENCY)","4, 4 points - Twenty-one to thirty days | 3, 3 points - Eleven to twenty days | 2, 2 points - Three to ten days | 1, 1 point - One to two days | 0, 0 points - None",,,,,,,y,,,,,
kmskcurrnames_benzorx,kmsk,,text,"2. If you were prescribed benzodiazepines, what were their names?",,,,,,,"[kmskcurrfreq_benzorx] >0",y,,,,,
kmskcurrdur_benzorx,kmsk,,dropdown,"3. How long have you had your current prescription for benzodiazepines? (DURATION)","3, 3 points - More than a year | 2, 2 points - Six months to one year | 1, 1 point - Less than six months | 0, 0 points - N/a",,,,,,,y,,,,,
kmskcurrdurcheck_benzorx,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Duration scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Duration as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Duration as > 0.</span></p></div>",,,,,,,"([kmskcurrfreq_benzorx]='0' and [kmskcurrdur_benzorx]>0) or
([kmskcurrfreq_benzorx]>0 and [kmskcurrdur_benzorx]='0')",,,,,,
kmskcurrqty_benzorx,kmsk,,dropdown,"4. During this time when you were prescribed benzodiazepines, how many would you typically take at a time? (AMOUNT)","4, 4 points - 10-20 pills | 3, 3 points - 5-10 pills | 2, 2 points - 3-4 pills | 1, 1 point - 1-2 pills | 0, 0 points - None",,,,,,,y,,,,,
kmskcurrqtycheck_benzorx,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Amount scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Amount as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Amount as > 0.</span></p></div>",,,,,,,"([kmskcurrfreq_benzorx]='0' and [kmskcurrqty_benzorx]>0) or
([kmskcurrfreq_benzorx]>0 and [kmskcurrqty_benzorx]='0')",,,,,,
kmskcurrchoice_benzorx,kmsk,,dropdown,"5. Are benzodiazepines your drug of choice?","1, Yes | 0, No",,,,,,"[kmskcurrfreq_benzorx] > 0",y,,,,,
kmskcurrtotal_benzorx,kmsk,,calc,"Total 30-Day HCP-Prescribed Benzodiazepine Score",[kmskcurrfreq_benzorx]+[kmskcurrdur_benzorx]+[kmskcurrqty_benzorx],,,,,,,y,,,,,
kmskcurrcomments_benzorx,kmsk,,notes,Comments:,,,,,,,,,,,,,
kmsklifefreq_barbs,kmsk,"Barbiturates - Lifetime",dropdown,"1. At the time in your life when you were using illicit barbiturates (e.g., phenobarbital, Tuinal, etc.) the most, were you using them: (FREQUENCY)","5, 5 points - Every day, or nearly every day | 4, 4 points - Three or more days a week | 3, 3 points - Every weekend, or most weekends and holidays | 2, 2 points - Once a week or less | 1, 1 point - A few times a year, on special occasions | 0, 0 points - Never",,,,,,,y,,,,,
kmsklifewhen_barbs,kmsk,,text,"2. When was this?",,,,,,,"[kmsklifefreq_barbs] >0",y,,,,,
kmsklifecurrent_barbs,kmsk,,text,"3. Are you currently using?",,,,,,,"[kmsklifefreq_barbs] >0",y,,,,,
kmsklifenames_barbs,kmsk,,text,"4. If you were using illicit barbiturates, what were their names?",,,,,,,"[kmsklifefreq_barbs] >0",y,,,,,
kmsklifedur_barbs,kmsk,,dropdown,"5. How long did this pattern of barbiturate use last? (DURATION)

(If Frequency score = 0 or 1, score Duration as 0)","3, 3 points - More than a year | 2, 2 points - Six months to one year | 1, 1 point - Less than six months | 0, 0 points - N/a",,,,,,,y,,,,,
kmsklifedurcheck_barbs,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Duration scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0 or 1, score Duration as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score >= 2, score Duration as > 0.</span></p></div>",,,,,,,"([kmsklifefreq_barbs]<2 and [kmsklifedur_barbs]>0)
or ([kmsklifefreq_barbs]>=2 and [kmsklifedur_barbs]='0')",,,,,,
kmsklifeqty_barbs,kmsk,,dropdown,"6. During this time when you were using the most, how many barbiturates would you typically use at a time? (AMOUNT)","4, 4 points - 10-20 pills | 3, 3 points - 5-10 pills | 2, 2 points - 3-4 pills | 1, 1 point - 1-2 pills | 0, 0 points - None",,,,,,,y,,,,,
kmsklifeqtycheck_barbs,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Amount scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Amount as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Amount as > 0.</span></p></div>",,,,,,,"([kmsklifefreq_barbs]='0' and [kmsklifeqty_barbs]>0) or
([kmsklifefreq_barbs]>0 and [kmsklifeqty_barbs]='0')",,,,,,
kmsklifechoice_barbs,kmsk,,dropdown,"7. Are barbiturates your drug of choice?","1, Yes | 0, No",,,,,,"[kmsklifefreq_barbs] >0",y,,,,,
kmsklifeage_barbs,kmsk,,text,"8. Age of first use:",,,integer,0,90,,"[kmsklifefreq_barbs] >0",y,,,,,
kmsklifetotal_barbs,kmsk,,calc,"Total Lifetime Barbiturate Score",[kmsklifefreq_barbs]+[kmsklifedur_barbs]+[kmsklifeqty_barbs],,,,,,,y,,,,,
kmsklifecomments_barbs,kmsk,,notes,Comments:,,,,,,,,,,,,,
kmskcurrfreq_barbs,kmsk,"Barbiturates - 30 Days",dropdown,"1. During the last 30 days, how many days did you use illicit barbiturates (e.g., phenobarbital, Tuinal, etc.) (FREQUENCY)","4, 4 points - Twenty-one to thirty days | 3, 3 points - Eleven to twenty days | 2, 2 points - Three to ten days | 1, 1 point - One to two days | 0, 0 points - None",,,,,,,y,,,,,
kmskcurrnames_barbs,kmsk,,text,"2. If you were using illicit barbiturates, what were their names?",,,,,,,"[kmskcurrfreq_barbs] >0",y,,,,,
kmskcurrdur_barbs,kmsk,,dropdown,"3. How long has this current pattern of barbiturate use been going on? (DURATION)","3, 3 points - More than a year | 2, 2 points - Six months to one year | 1, 1 point - Less than six months | 0, 0 points - N/a",,,,,,,y,,,,,
kmskcurrdurcheck_barbs,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Duration scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Duration as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Duration as > 0.</span></p></div>",,,,,,,"([kmskcurrfreq_barbs]='0' and [kmskcurrdur_barbs]>0) or
([kmskcurrfreq_barbs]>0 and [kmskcurrdur_barbs]='0')",,,,,,
kmskcurrqty_barbs,kmsk,,dropdown,"4. During this time when you were using the most, how many barbiturates would you typically use at a time? (AMOUNT)","4, 4 points - 10-20 pills | 3, 3 points - 5-10 pills | 2, 2 points - 3-4 pills | 1, 1 point - 1-2 pills | 0, 0 points - None",,,,,,,y,,,,,
kmskcurrqtycheck_barbs,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Amount scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Amount as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Amount as > 0.</span></p></div>",,,,,,,"([kmskcurrfreq_barbs]='0' and [kmskcurrqty_barbs]>0) or
([kmskcurrfreq_barbs]>0 and [kmskcurrqty_barbs]='0')",,,,,,
kmskcurrchoice_barbs,kmsk,,dropdown,"5. Are barbiturates your drug of choice?","1, Yes | 0, No",,,,,,"[kmskcurrfreq_barbs] > 0",y,,,,,
kmskcurrtotal_barbs,kmsk,,calc,"Total 30-Day Barbiturate Score",[kmskcurrfreq_barbs]+[kmskcurrdur_barbs]+[kmskcurrqty_barbs],,,,,,,y,,,,,
kmskcurrcomments_barbs,kmsk,,notes,Comments:,,,,,,,,,,,,,
pbmc_isolation_complete,cohort_data_tracking,"PBMC collection",dropdown,"PBMC isolation complete","0, no | 1, yes",,,,,,,,,,,,
date_of_pbmc_isolation,cohort_data_tracking,,text,"Date of PBMC isolation",,,date_ymd,,,,"[pbmc_isolation_complete] = '1'",,,,,,
number_of_tubes_of_pbmcs_c,cohort_data_tracking,,dropdown,"Number of tubes of PBMCs collected","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15",,,,,,"[pbmc_isolation_complete] = '1'",,,,,,
serum_collected,cohort_data_tracking,,dropdown,"Serum collected","0, no | 1, yes",,,,,,,,,,,,
number_of_tubes_of_serum_c,cohort_data_tracking,,dropdown,"Number of tubes of serum collected","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15",,,,,,"[serum_collected] = '1'",,,,,,
genomic_dna_isolated,cohort_data_tracking,,dropdown,"Genomic DNA isolated","0, no | 1, yes",,,,,,,,,,,,
concentration_of_genomic_d,cohort_data_tracking,,text,"Concentration of genomic DNA",,,,,,,"[genomic_dna_isolated] = '1'",,,,,,
successful_pcr_product_iso,cohort_data_tracking,"PCR product",dropdown,"Successful PCR product collection","0, no | 1, yes",,,,,,,,,,,,
date_of_successful_pcr_pro,cohort_data_tracking,,text,"Date of successful PCR product collection",,,date_ymd,,,,"[successful_pcr_product_iso] = '1'",,,,,,
name_of_person_who_complet,cohort_data_tracking,,text,"Name of person who completed successful PCR",,,,,,,"[successful_pcr_product_iso] = '1'",,,,,,
lab_notebook_number_pcr,cohort_data_tracking,,text,"Lab notebook number of PCR collection",,,,,,,"[successful_pcr_product_iso] = '1'",,,,,,
lab_notebook_page_num_pcr,cohort_data_tracking,,text,"Lab notebook page number of PCR collection",,,,,,,"[successful_pcr_product_iso] = '1'",,,,,,
pcr_sequence_obtained,cohort_data_tracking,,dropdown,"PCR sequence obtained","0, no | 1, yes",,,,,,,,,,,,
company_who_completed_pcr,cohort_data_tracking,,text,"Company who completed PCR sequencing",,,,,,,"[pcr_sequence_obtained] = '1'",,,,,,
date_of_successful_pcr_seq,cohort_data_tracking,,text,"Date of successful PCR product sequencing",,,date_ymd,,,,"[pcr_sequence_obtained] = '1'",,,,,,
sequence_sent_to_brian_mol,cohort_data_tracking,,dropdown,"Sequence sent to Brian Moldover","0, no | 1, yes",,,,,,,,,,,,
drop_box_folder_title,cohort_data_tracking,,text,"Drop box folder title",,,,,,,"[sequence_sent_to_brian_mol] = '1'",,,,,,
date_trace_file_sent_to_br,cohort_data_tracking,,text,"Date trace file sent to Brian Moldover",,,date_ymd,,,,"[sequence_sent_to_brian_mol] = '1'",,,,,,
sequence_passed_quality_co,cohort_data_tracking,,dropdown,"Sequence passed quality control","0, no | 1, yes",,,,,,,,,,,,
date_sequence_passed_quali,cohort_data_tracking,,text,"Date sequence passed quality control",,,date_ymd,,,,"[sequence_passed_quality_co] = '1'",,,,,,
snps_for_trace_file_determ,cohort_data_tracking,,dropdown,"SNPs for trace file determined","0, no | 1, yes",,,,,,,,,,,,
date_snps_were_called,cohort_data_tracking,,text,"Date SNPs were called",,,date_ymd,,,,"[snps_for_trace_file_determ] = '1'",,,,,,
kb_fragment_for_this_visit,cohort_data_tracking,"4.4kB fragment",dropdown,"4.4kB fragment for this visit","0, no | 1, yes",,,,,,,,,,,,
date_of_4_4kb_fragment,cohort_data_tracking,,text,"Date of 4.4kB fragment",,,date_ymd,,,,"[kb_fragment_for_this_visit] = '1'",,,,,,
name_of_person_who_success,cohort_data_tracking,,text,"Name of person who successfully completed 4.4kB fragment",,,,,,,"[kb_fragment_for_this_visit] = '1'",,,,,,
lab_notebook_num_4kb,cohort_data_tracking,,text,"Lab notebook number of 4.4kB fragment",,,,,,,"[kb_fragment_for_this_visit] = '1'",,,,,,
lab_notebook_page_num_4kb,cohort_data_tracking,,text,"Lab notebook page number of 4.4kB fragment",,,,,,,"[kb_fragment_for_this_visit] = '1'",,,,,,
sequence_of_4_4kb_obtained,cohort_data_tracking,,checkbox,"Sequence of 4.4kB obtained","0, whole fragment | 1, LTR | 2, envelope | 3, V3 only | 4, other",,,,,,"[kb_fragment_for_this_visit] = '1'",,,,,,
define_other_for_sequence,cohort_data_tracking,,notes,"Define ""other"" for sequence of 4.4kB obtained ",,,,,,,"[sequence_of_4_4kb_obtained(4)] = '1'",,,,,,
deep_sequencing_for_this_v,cohort_data_tracking,"Deep sequencing",dropdown,"Deep sequencing for this visit","0, no | 1, yes",,,,,,,,,,,,
date_of_deep_sequencing,cohort_data_tracking,,text,"Date of Deep sequencing",,,date_ymd,,,,"[deep_sequencing_for_this_v] = '1'",,,,,,
deep_sequencing_completed,cohort_data_tracking,,text,"Deep sequencing completed by which facility",,,,,,,"[deep_sequencing_for_this_v] = '1'",,,,,,
lab_notebook_num_454,cohort_data_tracking,,text,"Lab notebook number for deep sequencing",,,,,,,"[deep_sequencing_for_this_v] = '1'",,,,,,
lab_notebook_page_num_454,cohort_data_tracking,,text,"Lab notebook page number for deep sequencing",,,,,,,"[deep_sequencing_for_this_v] = '1'",,,,,,
rna_isolated,cohort_data_tracking,"RNA isolation",dropdown,"RNA isolated","0, no | 1, yes",,,,,,,,,,,,
date_of_rna_isolation,cohort_data_tracking,,text,"Date of RNA isolation",,,date_ymd,,,,"[rna_isolated] = '1'",,,,,,
name_of_person_isolate_rna,cohort_data_tracking,,text,"Name of person who isolated RNA",,,,,,,"[rna_isolated] = '1'",,,,,,
lab_notebook_number_rnaiso,cohort_data_tracking,,text,"Lab notebook number for RNA isolation",,,,,,,"[rna_isolated] = '1'",,,,,,
